effect,group,term,estimate,std.error,statistic,p.value,model,nobs,sigma,logLik,AIC,BIC,deviance,df.residual
fixed,,scale(social_origins),1.1152365194763,0.046008937847153,2.64372441346698,0.00819993886368443,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,factor(stroke_ever)1,1.44265273071778,0.164607962354725,3.21192576960752,0.00131848437903856,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,factor(study)CODA,1.2096072728963,0.338997688327076,0.679010854372379,0.497130984468001,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,factor(study)WB,0.63530212058125,0.160247506957258,-1.79851620154358,0.0720952435427097,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,factor(study)EBB,0.678057146883238,0.164379906491575,-1.6026367333634,0.109014878869492,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,factor(study)MBB,0.70257231040913,0.176944144788203,-1.40164518482615,0.161021226905257,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
ran_pars,hhidpn,sd__(Intercept),1.01231725084222,,,,model 3,7748,1,-4316.20470041025,8658.40940082051,8748.82687113935,3010.58580645097,7735
fixed,,(Intercept),0.19626501639015,0.0445986662995129,-7.16560099179636,7.74460385069713e-13,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(incar_ever)Incarcerated,1.77767072052728,0.194825264787243,5.24932400900955,1.52658363743387e-07,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(sex)Male,1.02778204490841,0.0959048591971108,0.293670634571892,0.769009595569673,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,scale(age),1.29873326269547,0.0477246168623421,7.11320696915429,1.13377058795274e-12,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,scale(social_origins),1.08380731749089,0.0445756870161024,1.95678330406834,0.0503729508400456,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(stroke_ever)1,1.38181399875172,0.157007201658167,2.84620497449981,0.00442437055489858,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(study)CODA,1.19938667782422,0.330721231836806,0.659349506149678,0.509671358797218,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(study)WB,0.641995618638038,0.159646958723187,-1.78215507570667,0.0747239464665058,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(study)EBB,0.668304614949652,0.159545926606054,-1.688129868848,0.0913863019270801,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,factor(study)MBB,0.676880961339353,0.168324988714476,-1.56934194526729,0.11656828355709,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
ran_pars,hhidpn,sd__(Intercept),0.99551559683605,,,,model 4,7748,1,-4303.16647054904,8628.33294109808,8704.84003136787,3012.71401037865,7737
fixed,,(Intercept),0.197713017530112,0.0449477981343113,-7.13006412145188,1.00322180588903e-12,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(incar_ever)Incarcerated,1.78290152057437,0.195712133874288,5.26767915570992,1.38159302982202e-07,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,scale(ad_pgs_resid),1.0118034334622,0.0417383427244168,0.284458383739015,0.776059122214906,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(apoe_info99_4ct)one copy,0.946327757452197,0.0851637132462231,-0.613000561909586,0.539875968178479,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(apoe_info99_4ct)two copies,1.25344028462475,0.294611530059458,0.961069415460885,0.336517266524825,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(sex)Male,1.02965197741783,0.0960284732837759,0.313316606727959,0.75404013451711,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,scale(age),1.29773253005912,0.0476871307586059,7.09233589908309,1.31866964931741e-12,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,scale(social_origins),1.08536400318321,0.0446277684063388,1.99221356281445,0.0463476307499516,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(stroke_ever)1,1.38791895377022,0.157696278383582,2.88508663136181,0.00391305966818854,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(study)CODA,1.20059266889168,0.331302120056664,0.662497238637124,0.507652603945867,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(study)WB,0.642086096012891,0.159805751080247,-1.78006892329378,0.0750646817092414,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(study)EBB,0.67100371861736,0.160626501978417,-1.66670794072399,0.0955724931778073,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,factor(study)MBB,0.677989126669391,0.168849337313642,-1.56046135506667,0.118650895483941,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
ran_pars,hhidpn,sd__(Intercept),0.993961573868627,,,,model 5,7748,1,-4302.39683102422,8632.79366204844,8730.16632239181,3013.60157107614,7734
fixed,,(Intercept),0.201907198499039,0.0459061016268461,-7.03699127923039,1.96435143531962e-12,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(incar_ever)Incarcerated,1.55640317985792,0.212977076903035,3.23282564405831,0.00122572347524554,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,scale(ad_pgs_resid),1.01570261247231,0.0479420811113609,0.330091181687114,0.741331066149174,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(apoe_info99_4ct)one copy,0.873112815664369,0.0900087543128594,-1.31623994628827,0.188093520071913,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(apoe_info99_4ct)two copies,1.16445453752676,0.298928471898571,0.593089801280532,0.553121055445696,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(sex)Male,1.03049431079684,0.096019370875357,0.322378772665813,0.74716576349403,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,scale(age),1.296332526904,0.0476191243473955,7.06541834878299,1.6013282292541e-12,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,scale(social_origins),1.08510080841499,0.0445844665526516,1.98776232590464,0.0468379821982861,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(stroke_ever)1,1.39807301169551,0.158973406150449,2.946952594315,0.00320922398169122,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(study)CODA,1.20800647590592,0.332955015485492,0.685614384058292,0.492956308561541,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(study)WB,0.64614241397155,0.160604146528121,-1.757073125559,0.0789053457821329,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(study)EBB,0.67379101993692,0.161092892605085,-1.65144755143449,0.0986472219853202,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(study)MBB,0.685756251467932,0.170665681918815,-1.51576994098517,0.129577535271018,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(incar_ever)Incarcerated:scale(ad_pgs_resid),0.996536944657152,0.096874844212257,-0.0356857557900353,0.971532928551348,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(incar_ever)Incarcerated:factor(apoe_info99_4ct)one copy,1.40569819000659,0.296387622604739,1.61507481421869,0.106294494346169,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
fixed,,factor(incar_ever)Incarcerated:factor(apoe_info99_4ct)two copies,1.53029178701546,0.973507680922439,0.668793426459792,0.503627260578758,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
ran_pars,hhidpn,sd__(Intercept),0.991854283957978,,,,model 6,7748,1,-4300.97607527865,8635.9521505573,8754.19038097426,3014.19511767547,7731
