effect,group,term,estimate,std.error,statistic,p.value,model,nobs,sigma,logLik,AIC,BIC,deviance,df.residual
fixed,,factor(apoe_info99_4ct)two copies,1.48790289437225,0.208584322296768,2.83455874072964,0.00458890207551533,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(race_ethn)Black,3.41310301475944,0.194252514498073,21.5698615621717,3.44724156738452e-103,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(race_ethn)Hispanic,2.64504890613667,0.175056809351986,14.6970086650293,6.73707049340024e-49,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(race_ethn)Other,2.81437563596371,0.325079385210667,8.95826807500793,3.29817840045889e-19,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,scale(age),1.82332606075789,0.0406842398225104,26.919595928352,1.295227358126e-159,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(edu)less than hs,3.06853640998689,0.162934114828005,21.1155607319057,5.72269423808966e-99,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,scale(social_origins),1.03476502398966,0.021484400752156,1.64595904793227,0.0997721906155578,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(smoke_ever)1,1.15901609342693,0.0508470657640058,3.36376706828761,0.000768864056194048,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(stroke_ever)1,1.58817749779661,0.0854540813434557,8.59725434631043,8.16459016266392e-18,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(study)CODA,1.037486037713,0.0858928095498335,0.44450776630332,0.656675515150377,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(study)WB,0.676845674252917,0.0607343264461953,-4.34978035845566,1.36273956799812e-05,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(study)EBB,0.746009046728883,0.0669396822188237,-3.26553304854979,0.00109258255158881,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(study)MBB,0.866055774835445,0.084052477453553,-1.48174083942999,0.138409265990617,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,factor(incar_ever)Incarcerated:factor(sex)Male,0.927053666485424,0.133540511421482,-0.52582237077088,0.59901162976094,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
ran_pars,hhidpn,sd__(Intercept),1.1264023137104,,,,incar_sex,55345,1,-19437.9452559218,38913.8905118436,39083.3960022402,14975.0737367315,55326
fixed,,(Intercept),0.0342210654763298,0.00270514429841413,-42.6938957595505,0,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(incar_ever)Incarcerated,1.48712244588836,0.102262608035344,5.77096708679497,7.88178699804634e-09,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(apoe_info99_4ct)one copy,1.1088063522053,0.0721308544272177,1.58769839969626,0.112354555096826,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(apoe_info99_4ct)two copies,1.57541378552446,0.281990033912489,2.53928781820094,0.0111078400276158,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(sex)Male,1.06469018240701,0.0553138048287533,1.20655012050749,0.227605445910479,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(race_ethn)Black,3.41209728581407,0.194197402712651,21.5644470613206,3.87520950046115e-103,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(race_ethn)Hispanic,2.64098236017394,0.17452891333929,14.6955165748382,6.88712649960071e-49,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(race_ethn)Other,2.81748854681873,0.325464140605194,8.96714445858167,3.04300884672573e-19,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,scale(age),1.82308214037437,0.0406837158955413,26.9103461844489,1.66193993960368e-159,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(edu)less than hs,3.06941317889071,0.162968997970656,21.1224537665558,4.94580985298114e-99,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,scale(social_origins),1.03546499775361,0.0214685659464422,1.68090293138756,0.092781770500548,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(smoke_ever)1,1.16014081508809,0.0508783084188348,3.38708055954499,0.000706406417813805,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(stroke_ever)1,1.58822664991292,0.0854582625145588,8.59767494252751,8.13473195717453e-18,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(study)CODA,1.0378492959156,0.0859320690088798,0.448688263157578,0.653656552512006,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(study)WB,0.677371741807364,0.0608468632540018,-4.33646082445634,1.44795219215072e-05,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(study)EBB,0.745901500765534,0.0669666890182717,-3.26535137255184,0.0010932836388736,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(study)MBB,0.867269779432729,0.084222884269637,-1.46639141608118,0.142541683516314,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(apoe_info99_4ct)one copy:factor(sex)Male,1.01095502512011,0.101503658282388,0.108516418650768,0.913586057221889,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,factor(apoe_info99_4ct)two copies:factor(sex)Male,0.863446385817123,0.247777720050386,-0.511644859901111,0.608899583395597,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
ran_pars,hhidpn,sd__(Intercept),1.12641462106668,,,,apoe_sex,55345,1,-19437.9404005617,38915.8808011234,39094.3076331198,14975.0899307545,55325
fixed,,(Intercept),0.0338520218334492,0.00266435801407631,-43.0177566687787,0,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(incar_ever)Incarcerated,1.77822028297687,0.180581970512076,5.66815585148926,1.44342643491339e-08,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(race_ethn)Black,3.51016409244276,0.216880308171655,20.32264921645,8.10806189097099e-92,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(race_ethn)Hispanic,2.80365849854824,0.196128038716779,14.7371183425805,3.72336463227904e-49,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(race_ethn)Other,2.92744568580698,0.354369580822156,8.87338579615969,7.09549993603013e-19,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(apoe_info99_4ct)one copy,1.11485907481068,0.0555925370139644,2.18044383971434,0.0292245774814598,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(apoe_info99_4ct)two copies,1.48779944431777,0.208511753051817,2.83485199816461,0.00458469199299861,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(sex)Male,1.06957302956588,0.0483930146581567,1.48655711776846,0.137131820701931,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,scale(age),1.82282256557958,0.0406642521947318,26.9130103558209,1.54680190171687e-159,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(edu)less than hs,3.05553155153362,0.162122140474066,21.0513312319017,2.22346481166138e-98,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,scale(social_origins),1.03598233156798,0.0214559211591084,1.70685134329693,0.0878496864996436,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(smoke_ever)1,1.16243436290596,0.0509598822380326,3.43339548469,0.000596071959203719,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(stroke_ever)1,1.59018361246314,0.085513686603608,8.62558831824958,6.37640057841633e-18,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(study)CODA,1.04254502607218,0.0862403418038789,0.503679554853835,0.614486577793485,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(study)WB,0.672409412023468,0.0603348832890473,-4.42316503170741,9.72653859726015e-06,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(study)EBB,0.737090365184227,0.066227686579587,-3.3950388645885,0.000686188591810755,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(study)MBB,0.857299303949158,0.0832478701060927,-1.58558782666885,0.112832839485645,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(incar_ever)Incarcerated:factor(race_ethn)Black,0.802787691534506,0.116383198826497,-1.51520455959863,0.129720608756902,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(incar_ever)Incarcerated:factor(race_ethn)Hispanic,0.608289578971883,0.113958503342972,-2.65345115470672,0.00796733009592967,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,factor(incar_ever)Incarcerated:factor(race_ethn)Other,0.673782334232286,0.265213051484423,-1.00312453622917,0.315800777562796,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
ran_pars,hhidpn,sd__(Intercept),1.12444764892769,,,,incar_race,55345,1,-19434.2170468022,38910.4340936043,39097.7822672006,14980.9398376853,55324
fixed,,(Intercept),0.0338403484152935,0.00268064842498146,-42.7459459858275,0,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(incar_ever)Incarcerated,1.48830288806942,0.102266138133572,5.78689600262042,7.16989364554001e-09,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)one copy,1.1724519076402,0.0787309581129433,2.36925631649852,0.0178238962744189,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)two copies,1.47394918054167,0.284394601622695,2.01062775891283,0.0443647897293722,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(race_ethn)Black,3.54305374845439,0.237448831105547,18.8753256164166,1.81998728560274e-79,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(race_ethn)Hispanic,2.69865923348887,0.194742291547521,13.7571947704162,4.61072929352418e-43,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(race_ethn)Other,2.72655275574218,0.364224122194846,7.50866317363724,5.97341982409116e-14,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(sex)Male,1.06235347716209,0.0480297062051346,1.33788586545732,0.180933645427987,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,scale(age),1.82433088274384,0.0407115195065111,26.9410714093696,7.25821700904621e-160,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(edu)less than hs,3.0750039384354,0.163250720059356,21.1586872793924,2.29523960894416e-99,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,scale(social_origins),1.03630109073971,0.0214948305611767,1.71911772544373,0.0855929378467317,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(smoke_ever)1,1.16104716011786,0.0509151308064023,3.40508323018111,0.000661438910923119,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(stroke_ever)1,1.58586775595221,0.0853503889500012,8.56813850437915,1.05171256520155e-17,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(study)CODA,1.03867495123432,0.0859369865690452,0.458631022578849,0.646499155062934,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(study)WB,0.67768448621692,0.0607993362169695,-4.33670930495013,1.44631700344493e-05,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(study)EBB,0.747890666840166,0.0670908334865172,-3.23831274553824,0.00120238923196171,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(study)MBB,0.869971252323966,0.0844150419187744,-1.43555863464511,0.151127972451715,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)one copy:factor(race_ethn)Black,0.89470845313396,0.103287798111944,-0.963743116600759,0.335174731787494,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)two copies:factor(race_ethn)Black,0.762459522836709,0.241678887376722,-0.855612545825319,0.392212128126522,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)one copy:factor(race_ethn)Hispanic,0.859222102123871,0.128887388921896,-1.01148690659122,0.311783444742375,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)two copies:factor(race_ethn)Hispanic,1.47360080542957,0.686613237760334,0.832096098146128,0.405354704070747,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)one copy:factor(race_ethn)Other,0.986686316525983,0.270883734870221,-0.048820430062097,0.961062400751272,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,factor(apoe_info99_4ct)two copies:factor(race_ethn)Other,2.94578779726829,1.91925596157883,1.65822555171617,0.0972719492234515,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
ran_pars,hhidpn,sd__(Intercept),1.12492140004375,,,,apoe_race,55345,1,-19434.8801055501,38917.7602111003,39131.8724094959,14978.9175216263,55321
fixed,,(Intercept),0.0339536928641841,0.00267672522422381,-42.9095648256277,0,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(incar_ever)Incarcerated,1.58205133015137,0.129919180516389,5.58595155868844,2.32424020825398e-08,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(edu)less than hs,3.1627512832304,0.181684536443064,20.0442245038089,2.26686814475478e-89,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(apoe_info99_4ct)one copy,1.11473357303828,0.0556272370390374,2.17658239102429,0.0295117401883434,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(apoe_info99_4ct)two copies,1.48940968814155,0.20879688779588,2.84176085103654,0.00448651323348881,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(sex)Male,1.06350387147351,0.0480960187220708,1.36141966240538,0.173381105887088,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(race_ethn)Black,3.40807916432807,0.193891541872977,21.5523187120503,5.03607752202929e-103,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(race_ethn)Hispanic,2.62403660082155,0.173741408473396,14.5701844703937,4.34715571779609e-48,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(race_ethn)Other,2.81361524515986,0.324959737174263,8.95680556766512,3.34220314466065e-19,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,scale(age),1.82300317398098,0.0406766942489855,26.9118843793214,1.59445824023523e-159,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,scale(social_origins),1.03545936665959,0.0214604130609538,1.68126997387618,0.0927104873172542,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(smoke_ever)1,1.15987907579303,0.0508556993955536,3.38267573755828,0.000717833340235512,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(stroke_ever)1,1.58601085596753,0.085341295466859,8.57150157323813,1.02144321893263e-17,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(study)CODA,1.03999646830632,0.0861117396947883,0.473638921019846,0.635757415773901,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(study)WB,0.680403687003168,0.0610866744788235,-4.28902652359553,1.79457943663472e-05,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(study)EBB,0.748453308550072,0.0671801419861886,-3.22806246074685,0.00124631757604869,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(study)MBB,0.870601602442531,0.0844962689093924,-1.4277549782892,0.153362395592879,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,factor(incar_ever)Incarcerated:factor(edu)less than hs,0.830411532876264,0.113388180637456,-1.3609760285026,0.173521265034771,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
ran_pars,hhidpn,sd__(Intercept),1.12602322181847,,,,incar_edu,55345,1,-19437.1574367076,38912.3148734151,39081.8203638117,14976.0962337563,55326
fixed,,(Intercept),0.0341764207897201,0.00270226226424695,-42.7001826572125,0,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(incar_ever)Incarcerated,1.48861204153117,0.102359255088447,5.7858531865678,7.21452047690902e-09,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(apoe_info99_4ct)one copy,1.13324768449274,0.0641450100710464,2.20991775003683,0.0271108711135731,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(apoe_info99_4ct)two copies,1.37387432488672,0.219654981851852,1.98670745803881,0.0469548248670641,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(edu)less than hs,3.0962832765611,0.185122843534423,18.9032691783769,1.07199790446217e-79,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(sex)Male,1.06402610062467,0.0481178762177881,1.37232524034677,0.1699622115783,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(race_ethn)Black,3.4045409359885,0.193853760695112,21.5158968568138,1.10521370301158e-102,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(race_ethn)Hispanic,2.64208575317755,0.174646325271819,14.6980918115931,6.63018399581377e-49,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(race_ethn)Other,2.82330619973498,0.326032173361452,8.98786699990966,2.52074826796936e-19,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,scale(age),1.82335229553994,0.0406898610975133,26.9169090370136,1.39251603551313e-159,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,scale(social_origins),1.03600154538116,0.0215145622792806,1.7031237065301,0.0885449203460713,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(smoke_ever)1,1.15881752194024,0.0508153807006033,3.36138045260111,0.00077553920539966,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(stroke_ever)1,1.58944043268698,0.0855217493209601,8.61205637656107,7.17615363834507e-18,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(study)CODA,1.03609128873028,0.0857863628240828,0.428213543271468,0.668495656973646,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(study)WB,0.678363906339929,0.0609114956443004,-4.321903904514,1.54688562807325e-05,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(study)EBB,0.746446998884179,0.0670013418127592,-3.25790477661052,0.00112238061786576,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(study)MBB,0.867324786108742,0.0842297556058835,-1.46571171266154,0.142726841908031,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(apoe_info99_4ct)one copy:factor(edu)less than hs,0.926924682869695,0.109413316464734,-0.642863186242663,0.520312878755639,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
fixed,,factor(apoe_info99_4ct)two copies:factor(edu)less than hs,1.43690595420594,0.484115360224167,1.0759153384897,0.281965121403499,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
ran_pars,hhidpn,sd__(Intercept),1.12604321335703,,,,apoe_edu,55345,1,-19437.239355395,38914.47871079,39092.9055427864,14975.9181931295,55325
